label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41
Cobra,0.26408272981643677,0.8093643188476562,3.0270294359979744e-07,0.34478580951690674,0.7971482276916504,0.018215341493487358,0.3998824954032898,0.7511297464370728,0.018802445381879807,0.44296249747276306,0.7401174902915955,0.009556361474096775,0.48272210359573364,0.7298629283905029,1.6377998690586537e-06,0.35829976201057434,0.6057389378547668,0.026843706145882607,0.41562384366989136,0.5514087677001953,0.009897364303469658,0.4655487835407257,0.5497022867202759,-0.007517046295106411,0.5003014802932739,0.567010760307312,-0.018964217975735664,0.34984320402145386,0.6037482619285583,0.0026324524078518152,0.41467180848121643,0.541885256767273,-0.010631677694618702,0.46447673439979553,0.5428054928779602,-0.02481498382985592,0.5001469254493713,0.5623584985733032,-0.035089779645204544,0.34896665811538696,0.6195845007896423,-0.02326081693172455,0.41691911220550537,0.5619688630104065,-0.03564201667904854,0.46769723296165466,0.5649499297142029,-0.04388486221432686,0.5033332705497742,0.5832653641700745,-0.049686674028635025,0.3583919405937195,0.6528522372245789,-0.04906744882464409,0.41200825572013855,0.6101995706558228,-0.05904899910092354,0.4514898657798767,0.604505181312561,-0.060820311307907104,0.4813970923423767,0.6138624548912048,-0.06181621551513672,0.6417479515075684,0.8000321388244629,4.036612111235627e-08,0.6004412174224854,0.7320556640625,0.021066613495349884,0.5541887879371643,0.672431230545044,0.019338909536600113,0.5131747126579285,0.6459444761276245,0.012181751430034637,0.47690147161483765,0.6454674005508423,0.004151337780058384,0.5534253120422363,0.6233826279640198,-0.004826955031603575,0.48496362566947937,0.5469759106636047,-0.028000706806778908,0.43120038509368896,0.5378627777099609,-0.0411321297287941,0.3957151174545288,0.5505971908569336,-0.04590878263115883,0.5493568778038025,0.6351814866065979,-0.027043405920267105,0.4789807200431824,0.5398390889167786,-0.046203773468732834,0.42405879497528076,0.5360594987869263,-0.05240362882614136,0.3863258957862854,0.5564800500869751,-0.05281347036361694,0.5434183478355408,0.6695079207420349,-0.04794248566031456,0.4651939272880554,0.602012038230896,-0.06445713341236115,0.41102612018585205,0.6043691635131836,-0.06905738264322281,0.37359100580215454,0.6181541681289673,-0.06945808231830597,0.5328657627105713,0.721610963344574,-0.06601883471012115,0.4642501175403595,0.702889084815979,-0.07954446971416473,0.4205858111381531,0.7030842304229736,-0.081892229616642,0.38586878776550293,0.7066945433616638,-0.0808965265750885
Cobra,0.31623268127441406,0.8089228868484497,5.040536734668422e-07,0.3800216019153595,0.8110730648040771,-0.0008813781896606088,0.4295734763145447,0.7827867865562439,-0.00838442426174879,0.47060656547546387,0.7805802822113037,-0.02029060386121273,0.5028070211410522,0.7775529026985168,-0.03131023049354553,0.3891054689884186,0.6444306373596191,-0.009341191500425339,0.44133031368255615,0.5883435606956482,-0.030993187800049782,0.48658210039138794,0.5599275231361389,-0.04713207110762596,0.5246354341506958,0.5445197820663452,-0.05773409828543663,0.37682437896728516,0.6427779793739319,-0.02569671906530857,0.43720388412475586,0.577507495880127,-0.04900110885500908,0.4873577952384949,0.5474025011062622,-0.06551538407802582,0.5305556058883667,0.5346303582191467,-0.07535001635551453,0.3725959062576294,0.6703677177429199,-0.04310842975974083,0.4401152431964874,0.639162540435791,-0.07013517618179321,0.48978540301322937,0.6333823800086975,-0.0854342058300972,0.5285962820053101,0.6346107125282288,-0.09260938316583633,0.3785625994205475,0.7202089428901672,-0.06044499948620796,0.4376508891582489,0.7166319489479065,-0.08240027725696564,0.4751596450805664,0.7221511602401733,-0.08986493945121765,0.504962682723999,0.7281380891799927,-0.09305693209171295,0.624614417552948,0.8264585137367249,4.230498618085221e-08,0.54278564453125,0.8103354573249817,0.006069751922041178,0.4929336905479431,0.7550684213638306,0.0007372047402895987,0.46253451704978943,0.7190982103347778,-0.008055820129811764,0.4344848394393921,0.6934853196144104,-0.01708976924419403,0.5127472281455994,0.6233360171318054,-0.007139600347727537,0.4537256360054016,0.5828860998153687,-0.026419159024953842,0.4067747890949249,0.57004714012146,-0.04178192839026451,0.3655213713645935,0.5669175386428833,-0.052366871386766434,0.5187193155288696,0.6322697401046753,-0.024112092331051826,0.44943511486053467,0.575654149055481,-0.04256567731499672,0.39953768253326416,0.5604743957519531,-0.05617246776819229,0.3547341823577881,0.5549245476722717,-0.06578876078128815,0.519374430179596,0.6680391430854797,-0.04127989709377289,0.43482935428619385,0.6359816789627075,-0.06313859671354294,0.38213205337524414,0.6327553391456604,-0.07585354149341583,0.3379667401313782,0.6330771446228027,-0.08316855877637863,0.5114160776138306,0.7263048887252808,-0.05721975490450859,0.4380839467048645,0.7129440903663635,-0.07564317435026169,0.3936552107334137,0.7140308618545532,-0.08280697464942932,0.35572171211242676,0.7142941951751709,-0.08673510700464249
Cobra,0.35853898525238037,0.7162672281265259,5.237078539721551e-07,0.3838084638118744,0.6524635553359985,0.0036521207075566053,0.4186773896217346,0.6120849251747131,-0.004396989941596985,0.45217207074165344,0.5942474603652954,-0.013981379568576813,0.478082537651062,0.5918418169021606,-0.024250879883766174,0.4258829355239868,0.577468991279602,-0.03239133954048157,0.4790375530719757,0.5470011830329895,-0.054974786937236786,0.5156636834144592,0.5471121668815613,-0.06766805052757263,0.5439496040344238,0.5561354160308838,-0.07399050146341324,0.42133864760398865,0.6043412685394287,-0.04629717767238617,0.4802337884902954,0.5687897801399231,-0.06800555437803268,0.5282559394836426,0.561695396900177,-0.07823522388935089,0.566103458404541,0.5639540553092957,-0.08341583609580994,0.4171576201915741,0.6451870799064636,-0.05830727145075798,0.47843801975250244,0.6488861441612244,-0.07906965911388397,0.5204395651817322,0.653710126876831,-0.08786701411008835,0.5508428812026978,0.6575046181678772,-0.091728575527668,0.41436561942100525,0.6943410634994507,-0.06894390285015106,0.45994049310684204,0.7154929637908936,-0.08129166066646576,0.48197266459465027,0.7323651909828186,-0.08020901679992676,0.4957755506038666,0.7450221180915833,-0.07775779813528061,0.6063469648361206,0.8414725065231323,-1.5266621744558506e-07,0.5703036189079285,0.7770183682441711,0.025507453829050064,0.5376027822494507,0.7233585119247437,0.030168138444423676,0.5072861909866333,0.6974980235099792,0.028551893308758736,0.4772036671638489,0.6787706613540649,0.024805404245853424,0.5321929454803467,0.652802050113678,0.00046605378156527877,0.46922868490219116,0.5879009366035461,-0.018262619152665138,0.41509175300598145,0.5635383129119873,-0.0305196400731802,0.3710581362247467,0.5569982528686523,-0.03774899244308472,0.521136999130249,0.6551597714424133,-0.022753151133656502,0.4473150074481964,0.5725008249282837,-0.041965413838624954,0.3857969343662262,0.5528421401977539,-0.05244379863142967,0.3364102840423584,0.5532584190368652,-0.059073228389024734,0.5058792233467102,0.6784374117851257,-0.04398636892437935,0.4241560697555542,0.6043879985809326,-0.06275345385074615,0.36732327938079834,0.5964192152023315,-0.07469084113836288,0.3240697979927063,0.6046903133392334,-0.08219132572412491,0.48461633920669556,0.7209181189537048,-0.0620620995759964,0.4188705086708069,0.6867902874946594,-0.08372560143470764,0.3738038241863251,0.6851480603218079,-0.09484550356864929,0.33626240491867065,0.6939744353294373,-0.10105910152196884
Cobra,0.36713507771492004,0.7450867295265198,4.83891938074521e-07,0.39662548899650574,0.6908857226371765,0.0030134280677884817,0.42767757177352905,0.6472570896148682,-0.0064697288908064365,0.4574936330318451,0.6198009848594666,-0.01850903034210205,0.48132652044296265,0.6012283563613892,-0.029649971053004265,0.40612635016441345,0.5824246406555176,-0.024216005578637123,0.4520264267921448,0.537621021270752,-0.05179474875330925,0.4822516441345215,0.5470548272132874,-0.06956492364406586,0.5012370944023132,0.5693750381469727,-0.07838335633277893,0.407216340303421,0.6019810438156128,-0.03953196853399277,0.47357895970344543,0.5635578632354736,-0.06386375427246094,0.5237550735473633,0.5687357187271118,-0.07598070055246353,0.5616437792778015,0.5879284143447876,-0.08168786019086838,0.40977251529693604,0.6396009922027588,-0.054538533091545105,0.48046380281448364,0.6388254165649414,-0.0773232951760292,0.5250442624092102,0.6556786894798279,-0.0835573598742485,0.557161808013916,0.6726029515266418,-0.0849868655204773,0.4142889976501465,0.6905820369720459,-0.06881815195083618,0.4675615727901459,0.7035948634147644,-0.08343499153852463,0.4941965341567993,0.7166140675544739,-0.08150793612003326,0.5134584903717041,0.7270703315734863,-0.07767075300216675,0.5967062711715698,0.8322353363037109,-2.6798741714628704e-07,0.5674083232879639,0.7544119358062744,0.01692282222211361,0.5399094820022583,0.6986286640167236,0.017548730596899986,0.5112189650535583,0.6742121577262878,0.012726248241961002,0.48070141673088074,0.6494825482368469,0.0064556715078651905,0.5310243964195251,0.6307197213172913,0.0006697791395708919,0.4750562310218811,0.5666824579238892,-0.025953175500035286,0.4168959856033325,0.5569972395896912,-0.04547851160168648,0.37712880969047546,0.5758213400840759,-0.054733071476221085,0.520675778388977,0.6362056136131287,-0.018081745132803917,0.4597887396812439,0.5565593242645264,-0.040455788373947144,0.3998435139656067,0.5460320115089417,-0.053777605295181274,0.3556542694568634,0.5647808313369751,-0.06161608174443245,0.5064254403114319,0.6607167720794678,-0.037226274609565735,0.4378867745399475,0.5904475450515747,-0.05757993832230568,0.37803685665130615,0.5857086777687073,-0.07281755656003952,0.3354366421699524,0.6057140827178955,-0.08227265626192093,0.48640456795692444,0.7028845548629761,-0.05407053232192993,0.42366933822631836,0.6714219450950623,-0.07665648311376572,0.37595421075820923,0.6655179858207703,-0.09089995920658112,0.33829739689826965,0.6756597757339478,-0.09912171959877014
Cobra,0.5639460682868958,0.7588080167770386,-4.862525884163915e-07,0.5343461036682129,0.6920269727706909,0.04015522822737694,0.5043730139732361,0.6494266986846924,0.053926754742860794,0.47614598274230957,0.6392982602119446,0.05822671577334404,0.4509584903717041,0.6217106580734253,0.060529924929142,0.5049221515655518,0.6093325018882751,0.020894186571240425,0.4428662359714508,0.5834553241729736,0.009810660034418106,0.3929222524166107,0.615838348865509,0.008113207295536995,0.3780215382575989,0.6547939777374268,0.01044615637511015,0.5026865601539612,0.6071672439575195,-0.00722138537093997,0.4333508610725403,0.5691252946853638,-0.014193105511367321,0.3803705871105194,0.5989097952842712,-0.01117426436394453,0.36448782682418823,0.6422901153564453,-0.009044894948601723,0.49400097131729126,0.6252753138542175,-0.03387640416622162,0.42338722944259644,0.5782985091209412,-0.04446042329072952,0.37074345350265503,0.6152623891830444,-0.044891249388456345,0.3540881276130676,0.6553230285644531,-0.04513203725218773,0.4814455807209015,0.6572021842002869,-0.056515976786613464,0.4172755181789398,0.6381929516792297,-0.07947932928800583,0.36840081214904785,0.6603981256484985,-0.08954726159572601,0.3469911217689514,0.6925829648971558,-0.09364381432533264,0.5828350782394409,0.8226318955421448,-4.7168671812869434e-07,0.5089392066001892,0.7723624110221863,0.01915467530488968,0.48208072781562805,0.7191274762153625,0.01845591329038143,0.46688133478164673,0.6904274821281433,0.01055237278342247,0.44791096448898315,0.6596278548240662,0.002470944542437792,0.5033551454544067,0.6199273467063904,0.001153701450675726,0.4545855224132538,0.5540981292724609,-0.02822609432041645,0.39774784445762634,0.5786104798316956,-0.04613787308335304,0.37768346071243286,0.6179067492485046,-0.053931817412376404,0.5075184106826782,0.6254106163978577,-0.020829349756240845,0.445770800113678,0.5486281514167786,-0.04822910577058792,0.3874781131744385,0.5819787383079529,-0.0588388666510582,0.37117671966552734,0.6245980858802795,-0.06268187612295151,0.5056028962135315,0.6504082679748535,-0.0438692644238472,0.4404323101043701,0.5793126225471497,-0.0701259896159172,0.376054048538208,0.6087007522583008,-0.0819639265537262,0.3511120676994324,0.64971524477005,-0.08656896650791168,0.49440518021583557,0.6894587278366089,-0.06456327438354492,0.4322730004787445,0.647551953792572,-0.09050856530666351,0.3795664310455322,0.6578464508056641,-0.10362430661916733,0.35222694277763367,0.6821697950363159,-0.10978890210390091
Cobra,0.5566040277481079,0.7599821090698242,-4.485494287109759e-07,0.5318330526351929,0.6978685855865479,0.03434375301003456,0.5008776783943176,0.6496402621269226,0.046876683831214905,0.4706547260284424,0.6363205909729004,0.0518876276910305,0.4444931745529175,0.6184333562850952,0.05477264150977135,0.5063021779060364,0.6085132360458374,0.013900229707360268,0.44891321659088135,0.5793722867965698,0.0021212620195001364,0.39715394377708435,0.6059241890907288,-0.0009377721580676734,0.3751269280910492,0.6440523862838745,0.00044159559183754027,0.5044293999671936,0.6076233386993408,-0.010618127882480621,0.4371991455554962,0.5676003694534302,-0.018615301698446274,0.38488876819610596,0.595511257648468,-0.016871998086571693,0.3640788197517395,0.6393707990646362,-0.014940284192562103,0.49484947323799133,0.6255859732627869,-0.03366827964782715,0.4234255850315094,0.5801509022712708,-0.04525710642337799,0.3721313178539276,0.6148145794868469,-0.04683474078774452,0.35154104232788086,0.6553964018821716,-0.04714905098080635,0.4805828928947449,0.6569952368736267,-0.05293964594602585,0.4157906174659729,0.6380903720855713,-0.07563377916812897,0.369134783744812,0.658699095249176,-0.08546072989702225,0.34652969241142273,0.6901699304580688,-0.08912291377782822,0.5778430700302124,0.8120312094688416,-4.501082173646864e-07,0.5102317929267883,0.7570135593414307,0.024883972480893135,0.4836195409297943,0.7105807662010193,0.027169454842805862,0.4666464626789093,0.6883859038352966,0.021647928282618523,0.44825392961502075,0.6615907549858093,0.016620803624391556,0.5066900849342346,0.6212592720985413,0.005031229928135872,0.4591515362262726,0.5518051385879517,-0.02267436496913433,0.4016643166542053,0.577837347984314,-0.03687632828950882,0.38315549492836,0.6184770464897156,-0.041644662618637085,0.5083178281784058,0.6239792704582214,-0.018646616488695145,0.4539842903614044,0.5325133800506592,-0.04564967751502991,0.39669159054756165,0.5631365776062012,-0.05164153501391411,0.38029009103775024,0.6057241559028625,-0.05091455206274986,0.5035573244094849,0.6476267576217651,-0.042967282235622406,0.44042056798934937,0.5733526945114136,-0.06926393508911133,0.37710684537887573,0.6055638194084167,-0.07740487158298492,0.35293442010879517,0.6469313502311707,-0.07828158885240555,0.4902162253856659,0.6867263913154602,-0.06430182605981827,0.430441290140152,0.6430156230926514,-0.09196901321411133,0.3779275119304657,0.6558600068092346,-0.10417306423187256,0.35161900520324707,0.6826860904693604,-0.10856662690639496
Cobra,0.5617729425430298,0.7576506733894348,-4.0645403487360454e-07,0.5372819304466248,0.6935478448867798,0.03544292226433754,0.5043471455574036,0.6470129489898682,0.04905626177787781,0.4723900556564331,0.6377724409103394,0.05461493879556656,0.4450123906135559,0.6219092607498169,0.058133333921432495,0.5070573091506958,0.608829140663147,0.018336927518248558,0.4497826099395752,0.5848504900932312,0.007982486858963966,0.3978259563446045,0.6084170937538147,0.005516197998076677,0.37583857774734497,0.6464203596115112,0.007300226483494043,0.503675639629364,0.6088680028915405,-0.006513451226055622,0.43646150827407837,0.5761236548423767,-0.012025712989270687,0.38461390137672424,0.60047447681427,-0.009421673603355885,0.3650936484336853,0.6423330307006836,-0.007468954659998417,0.49341174960136414,0.626420259475708,-0.03015163168311119,0.42090630531311035,0.5904121398925781,-0.04060175269842148,0.3690164089202881,0.6229771375656128,-0.04180920496582985,0.34934931993484497,0.6610199809074402,-0.042042024433612823,0.4802075922489166,0.6569377183914185,-0.05005919933319092,0.4163346588611603,0.638856053352356,-0.072708860039711,0.3691003918647766,0.6584249138832092,-0.08243107795715332,0.34763872623443604,0.6914041638374329,-0.08588387817144394,0.5771884918212891,0.8153173327445984,-4.691314927640633e-07,0.5076842308044434,0.7631809711456299,0.021610714495182037,0.4802822470664978,0.7124728560447693,0.021490508690476418,0.46355050802230835,0.686701238155365,0.01395498774945736,0.44495996832847595,0.6581779718399048,0.006461679469794035,0.5044329166412354,0.619280993938446,-0.0006358668906614184,0.45631125569343567,0.5500670075416565,-0.030508410185575485,0.39827823638916016,0.5746216177940369,-0.04703349247574806,0.3782309293746948,0.6151136159896851,-0.05346003547310829,0.5076761841773987,0.6243200302124023,-0.02390533685684204,0.44648420810699463,0.5399547219276428,-0.05216522514820099,0.38737964630126953,0.5737484097480774,-0.06016850471496582,0.37095075845718384,0.6184139847755432,-0.06127697229385376,0.5044622421264648,0.6494993567466736,-0.047856949269771576,0.44049525260925293,0.5750888586044312,-0.07405811548233032,0.37627556920051575,0.6054767370223999,-0.08274013549089432,0.35190021991729736,0.6470662951469421,-0.08453013747930527,0.4921739399433136,0.688797116279602,-0.06930491328239441,0.4341285228729248,0.6425647139549255,-0.09628526121377945,0.3812541663646698,0.6512290835380554,-0.10853788256645203,0.35410094261169434,0.6759427785873413,-0.11333087086677551
Cobra,0.5592953562736511,0.7582849860191345,-4.327355611621897e-07,0.5349438190460205,0.6968930959701538,0.03594382479786873,0.5015262961387634,0.6505524516105652,0.04963300749659538,0.47019529342651367,0.641161322593689,0.05546688660979271,0.4432893395423889,0.6262207627296448,0.05903280898928642,0.5080918669700623,0.6107204556465149,0.017703328281641006,0.45051661133766174,0.5836982727050781,0.007105917204171419,0.397527813911438,0.6058132648468018,0.0040900250896811485,0.3738342523574829,0.6427087783813477,0.0053068301640450954,0.5054394006729126,0.6096562743186951,-0.007131410297006369,0.43777337670326233,0.574764609336853,-0.013560177758336067,0.38569211959838867,0.6002258062362671,-0.01180107519030571,0.36455050110816956,0.6426695585250854,-0.010233803652226925,0.4953705072402954,0.6256977915763855,-0.030536210164427757,0.4220608174800873,0.5877568125724792,-0.04154110699892044,0.37003907561302185,0.620398998260498,-0.04378041625022888,0.34886592626571655,0.659061849117279,-0.04463161155581474,0.4817379117012024,0.6544248461723328,-0.05001485347747803,0.41652077436447144,0.6374803185462952,-0.07254032045602798,0.3692580759525299,0.6574385166168213,-0.08258683234453201,0.3467205762863159,0.690476655960083,-0.08639146387577057,0.5758370161056519,0.8112667798995972,-4.569195084513922e-07,0.4978717267513275,0.7644696235656738,0.02117438241839409,0.46992331743240356,0.7165029048919678,0.022316932678222656,0.4539688527584076,0.6935990452766418,0.016063371673226357,0.4387543201446533,0.6653832793235779,0.010127062909305096,0.5027343034744263,0.6179385185241699,0.0030985332559794188,0.45783939957618713,0.5506591796875,-0.02518218196928501,0.401680052280426,0.575404942035675,-0.040813349187374115,0.38397735357284546,0.6168197989463806,-0.04672442749142647,0.5072789192199707,0.6214135885238647,-0.01917748525738716,0.45147445797920227,0.5358554720878601,-0.045902132987976074,0.39424237608909607,0.5677825212478638,-0.05319352447986603,0.3782566785812378,0.6112189292907715,-0.053938109427690506,0.5053426027297974,0.6452844738960266,-0.042544174939394,0.4431722164154053,0.5743975639343262,-0.06914443522691727,0.3804638683795929,0.604846715927124,-0.0783991739153862,0.35634589195251465,0.6452793478965759,-0.08039762079715729,0.49326851963996887,0.6842082142829895,-0.06340198218822479,0.4354049563407898,0.6418735384941101,-0.09215240180492401,0.3826991021633148,0.6515597701072693,-0.10579540580511093,0.35528990626335144,0.6758598685264587,-0.11135914921760559
Cobra,0.5590391755104065,0.7557938098907471,-4.698463271779474e-07,0.5334105491638184,0.6961671113967896,0.035213567316532135,0.5001961588859558,0.6510148644447327,0.048138342797756195,0.46816691756248474,0.641960859298706,0.05306972563266754,0.44149184226989746,0.6270058155059814,0.0558432899415493,0.5062059164047241,0.6076239347457886,0.01743810623884201,0.4474724531173706,0.5821177363395691,0.007421929854899645,0.39888957142829895,0.6097406148910522,0.004282725043594837,0.38001495599746704,0.6496204733848572,0.004923503380268812,0.5039926767349243,0.6057601571083069,-0.007028185762465,0.4349457919597626,0.5723006725311279,-0.011939209885895252,0.3861725330352783,0.6016532778739929,-0.010085288435220718,0.36908990144729614,0.6455525755882263,-0.009442656300961971,0.49449625611305237,0.6215280294418335,-0.030099311843514442,0.420520156621933,0.5833859443664551,-0.03867369145154953,0.3722502291202545,0.6197521686553955,-0.040188275277614594,0.35517820715904236,0.659538984298706,-0.04185938090085983,0.4815670847892761,0.6499109268188477,-0.04954221472144127,0.4169410467147827,0.6335041522979736,-0.07069186121225357,0.37067025899887085,0.6548354625701904,-0.08073780685663223,0.349328875541687,0.687800407409668,-0.08534736931324005,0.5756012797355652,0.8124735951423645,-4.937076596434053e-07,0.5010799169540405,0.7661663293838501,0.02020890638232231,0.473987877368927,0.715904712677002,0.020441478118300438,0.45842602849006653,0.6909419894218445,0.01343713141977787,0.44299688935279846,0.6615459322929382,0.00664032157510519,0.5028555393218994,0.6158237457275391,0.001847841078415513,0.456610769033432,0.548201858997345,-0.026327405124902725,0.4013848304748535,0.576075553894043,-0.04261085391044617,0.38370317220687866,0.6208477020263672,-0.04926123842597008,0.5072699785232544,0.6182543039321899,-0.02016349323093891,0.44735264778137207,0.5352265238761902,-0.04585331678390503,0.39137497544288635,0.5705650448799133,-0.05373102053999901,0.3757099509239197,0.6170843839645386,-0.05541959032416344,0.5051098465919495,0.6416438221931458,-0.043113838881254196,0.4408186972141266,0.5670574307441711,-0.06802524626255035,0.3808833360671997,0.5981215238571167,-0.07685286551713943,0.3577110767364502,0.6411808133125305,-0.07936319708824158,0.4930371940135956,0.6806936264038086,-0.06373727321624756,0.4348909854888916,0.6372291445732117,-0.0907922312617302,0.38362473249435425,0.6473867297172546,-0.10345923900604248,0.35658562183380127,0.6734951734542847,-0.1088174432516098
Cobra,0.5572326183319092,0.7548191547393799,-4.744757404750999e-07,0.5289415717124939,0.6958305835723877,0.03284187242388725,0.4979940354824066,0.6489286422729492,0.04458686709403992,0.46798816323280334,0.6347306966781616,0.048624128103256226,0.4416590631008148,0.6168221235275269,0.05096607655286789,0.5040703415870667,0.6044002175331116,0.012229371815919876,0.443829745054245,0.5753910541534424,0.00014492603077087551,0.39458167552948,0.6046664118766785,-0.002423895290121436,0.37691551446914673,0.6460762023925781,-0.0007618609815835953,0.5038601160049438,0.6017853617668152,-0.011904030106961727,0.4349367618560791,0.5629889369010925,-0.02052740938961506,0.3836207389831543,0.5927444100379944,-0.01862620934844017,0.3657233417034149,0.6379282474517822,-0.016780903562903404,0.49621182680130005,0.6186197996139526,-0.03472338244318962,0.42498862743377686,0.5711289048194885,-0.04688170552253723,0.3738757073879242,0.6068926453590393,-0.047629766166210175,0.35563182830810547,0.6485611200332642,-0.04743823781609535,0.483054518699646,0.6492483615875244,-0.05404381826519966,0.4203389286994934,0.627045750617981,-0.07787758111953735,0.37217801809310913,0.6471867561340332,-0.08788550645112991,0.34942251443862915,0.679419219493866,-0.09150024503469467,0.5748356580734253,0.8092024326324463,-4.854745156990248e-07,0.5061458945274353,0.7584608793258667,0.023042477667331696,0.4821266531944275,0.7100588083267212,0.024463489651679993,0.46738919615745544,0.6865914463996887,0.01833370514214039,0.4513394236564636,0.6583483815193176,0.012299883179366589,0.5051896572113037,0.6174639463424683,0.0016554875764995813,0.4601746201515198,0.5456939935684204,-0.02670600824058056,0.4047180712223053,0.5693103075027466,-0.04151652380824089,0.3875555992126465,0.6095088720321655,-0.04693402722477913,0.5087259411811829,0.6208480596542358,-0.021616552025079727,0.4480704963207245,0.5348957777023315,-0.048669591546058655,0.39057815074920654,0.5679548978805542,-0.055195726454257965,0.3757290840148926,0.6121552586555481,-0.05559178814291954,0.5061846971511841,0.6443945169448853,-0.0456506721675396,0.44339725375175476,0.5688289403915405,-0.0715455487370491,0.3805423974990845,0.5987567901611328,-0.07997045665979385,0.35701221227645874,0.640282154083252,-0.08186981827020645,0.49419963359832764,0.6817768216133118,-0.0670737624168396,0.43841198086738586,0.6350284814834595,-0.09545997530221939,0.38588228821754456,0.6428462862968445,-0.10924585908651352,0.35831037163734436,0.6671826243400574,-0.11522605270147324
